Wavelength	Name	Ionization Stage	RelInt
261.051	Fe	1	1
261.053	Ce	1	3
261.057	Mn	1	1
261.058	W	1	2
261.064	V	2	1
261.070	Cr	2	1
261.074	W	1	9
261.075	Fe	1	41
261.076	Co	1	41
261.077	Ce	1	3
261.081	Cr	2	1
261.084	Mn	1	1
261.089	V	1	8
261.098	Ce	1	3
261.104	Cr	2	1
261.105	Ru	1	51
261.107	Fe	2	21
261.110	W	1	6
261.119	Mo	1	26
261.125	V	1	21
261.127	W	2	1
261.129	Ti	1	81
261.130	Ir	1	81
261.133	Fe	2	1
261.134	Ta	1	101
261.139	W	1	8
261.147	Ti	1	18
261.150	Ru	2	84
261.158	W	2	7
261.162	Cr	2	4
261.162	Mo	1	16
261.165	Ni	2	126
261.181	Cd	1	1
261.182	Na	2	8
261.187	Fe	2	1001
261.201	Cr	1	10
261.201	In	1	3
261.206	Ru	1	131
261.210	Cs	1	1
261.218	Zr	1	5
261.219	Cd	1	1
261.219	W	1	26
261.220	Cr	1	10
261.226	Nb	3	6
261.228	Mo	2	17
261.231	Sb	1	111
261.238	Nb	1	11
261.238	Er	2	348
261.252	Ru	2	81
261.255	Cr	2	3
261.261	Ta	2	91
261.262	Mn	1	13
261.263	Co	2	21
261.264	W	2	15
261.274	Au	2	4
261.277	Fe	1	61
261.285	Mn	1	18
261.306	Os	1	61
261.306	Zr	1	3
261.307	W	1	23
261.308	Mo	1	61
261.312	Cd	1	1
261.319	Fe	1	16
261.324	Fe	1	13
261.330	Cr	1	12
261.340	Lu	2	101
261.343	Pd	2	101
261.349	Co	3	46
261.350	Cr	2	3
261.357	Fe	2	8
261.358	Mn	1	15
261.360	Hf	2	101
261.365	Pb	1	56
261.371	Bi	1	11
261.371	Mo	1	16
261.382	Fe	2	801
261.382	W	1	25
261.385	Nb	2	34
261.389	Ce	1	17
261.393	Nb	2	32
261.403	Mn	1	6
261.406	Ru	1	64
261.413	Co	1	31
261.418	Fe	2	4
261.418	Pb	1	281
261.429	Ce	1	3
261.430	Zn	2	1
261.431	In	1	3
261.431	Nb	2	23
261.436	Co	2	67
261.437	W	1	7
261.440	V	2	37
261.441	Cu	2	6
261.444	W	1	12
261.449	Fe	1	46
261.455	Er	2	308
261.456	Ce	1	6
261.456	Re	1	51
261.457	Cr	2	7
261.459	Ag	2	301
261.459	Ru	1	55
261.461	Pt	1	11
261.466	Sb	1	8
261.467	Mg	1	8
261.476	Nb	2	31
261.487	Fe	2	11
261.496	Cd	1	1
261.505	Ru	2	161
261.506	Ni	2	901
261.512	W	1	14
261.533	Co	1	13
261.539	Mo	1	29
261.540	V	2	51
261.541	Lu	2	397
261.542	Fe	1	36
261.545	Ce	1	6
261.545	W	2	27
261.547	Ta	1	52
261.559	Zr	2	5
261.566	Ta	1	52
261.569	W	2	10
261.579	Ce	3	5
261.587	Fe	1	4
261.599	Tm	2	60
261.602	Cd	1	1
261.604	W	1	4
261.618	Cr	2	1
261.621	Nb	2	3
261.624	V	2	5
261.626	Co	1	41
261.632	Fe	1	4
261.632	Tm	2	87
261.633	W	1	7
261.640	Au	2	6
261.644	Fe	1	6
261.647	Nb	1	16
261.651	Mn	2	1
261.666	Ta	1	1
261.668	V	2	1
261.672	Re	2	6
261.676	Pt	2	11
261.678	Mo	1	31
261.691	Mn	2	1
261.701	Ag	2	1
261.708	Ru	2	51
261.709	V	2	16
261.710	Ce	1	5
261.710	Nb	2	6
261.713	Cd	1	1
261.715	Fe	3	10
261.715	W	2	5
261.717	Sb	3	7
261.741	Au	2	8
261.743	Nb	2	11
261.744	Mn	1	13
261.748	Mg	1	11
261.762	Fe	2	701
261.762	W	2	16
261.766	Ca	1	1
261.772	Ce	1	4
261.786	Co	1	51
261.787	Cd	1	1
261.787	Mo	1	16
261.802	Fe	1	211
261.806	Be	2	1
261.808	W	2	16
261.814	Mn	2	151
261.827	Cr	1	17
261.828	W	1	6
261.837	Cu	1	601
261.844	Nb	2	7
261.863	Sn	1	4
261.871	Fe	1	96
261.880	W	1	16
261.881	Cd	3	1
261.891	Co	1	1
261.891	Mn	1	41
261.891	V	1	5
261.891	Th	2	232
261.892	Ce	1	5
261.908	Fe	2	6
261.918	W	3	11
261.921	Zr	2	3
261.926	Lu	2	113
261.928	Co	1	51
261.929	Mn	1	1
261.934	Mo	2	21
261.935	Ru	2	1
261.949	Cr	1	9
261.951	Mn	1	126
261.957	Pt	1	301
261.959	Cr	2	1
261.967	Ru	1	51
261.971	Ce	1	3
261.980	Ce	1	6
261.980	Co	1	41
261.981	Zr	1	5
261.994	Ti	1	43
261.995	W	1	11
261.997	Cr	1	8
261.997	Os	1	39
261.998	Mn	1	63
262.003	Re	1	61
262.004	O	1	1
262.005	Mo	2	16
262.005	V	2	5
262.017	Fe	2	41
262.023	W	3	28
262.028	V	1	21
262.034	Re	1	76
262.041	Fe	2	96
262.045	Nb	2	29
262.048	Cr	1	34
262.051	Cr	2	26
262.056	Zr	3	26
262.058	Nb	1	29
262.061	Ru	1	76
262.064	Fe	2	29
262.067	Cu	2	27
262.079	W	2	29
262.081	Mo	1	36
262.082	Ca	3	26
262.082	Zr	1	28
262.084	Cr	1	32
262.093	Ce	1	28
262.093	Tm	2	70
262.103	Pt	2	27
262.107	Mo	1	42
262.150	Pt	1	27
262.159	W	2	21
262.159	Zr	2	8
262.167	Fe	2	601
262.179	V	2	16
262.194	Fe	1	4
262.200	Nb	1	6
262.206	Co	3	61
262.221	W	1	26
262.233	W	1	10
262.241	O	1	1
262.243	Co	1	46
262.258	Rh	1	76
262.274	Hf	2	111
262.274	V	2	51
262.278	Ce	1	6
262.283	Fe	1	5
262.286	W	2	11
262.287	Cr	1	28
262.290	Mn	1	216
262.295	Nb	2	23
262.297	Ce	1	7
262.305	O	1	1
262.311	W	2	23
262.312	Fe	1	31
262.317	Nb	2	8
262.320	Cr	2	3
262.328	In	2	1
262.329	Re	1	51
262.331	Ce	1	7
262.332	Nb	2	10
262.333	Mn	1	14
262.337	Fe	1	36
262.340	Mo	2	31
262.343	In	2	1
262.344	Ce	1	7
262.345	Th	2	257
262.350	Nb	1	14
262.353	Fe	1	181
262.363	Fe	1	3
262.369	Dy	1	1210
262.372	Fe	2	21
262.376	Co	1	44
262.378	Zn	1	6
262.379	V	2	41
262.382	Ru	1	51
262.389	W	2	16
262.404	Mn	1	86
262.411	Ca	1	5
262.412	Ta	1	61
262.414	Fe	1	12
262.414	W	1	10
262.419	Er	2	411
262.434	Tm	2	395
262.436	W	1	4
262.437	Fe	1	6
262.441	Ce	1	3
262.448	W	2	17
262.464	Mn	1	4
262.464	Mo	2	11
262.473	P	2	1
262.480	Mn	3	38
262.482	Ga	1	1
262.485	V	2	26
262.499	W	2	13
262.512	Mn	1	6
262.514	S	1	1
262.519	Hg	1	26
262.522	W	1	23
262.531	Cr	1	14
262.533	Pt	2	96
262.533	W	1	7
262.541	Rh	2	203
262.549	Fe	2	62
262.550	Au	3	11
262.559	Mn	2	101
262.567	Fe	2	361
262.570	Ag	2	22
262.573	Ce	1	11
262.574	Th	2	257
262.586	W	2	7
262.588	Rh	1	86
262.609	Mo	2	34
262.611	Cd	1	4
262.618	P	2	1
262.621	Ru	1	51
262.624	W	1	19
262.626	Ce	1	3
262.639	Nb	2	7
262.640	Zr	2	5
262.641	Ru	2	71
262.643	Ni	2	501
262.645	Mn	1	21
262.648	Ru	1	51
262.650	Fe	2	84
262.653	W	2	11
262.660	Cr	1	14
262.663	Nb	2	7
262.664	Mn	1	131
262.668	Cu	1	5
262.671	W	1	7
262.678	Cr	2	4
262.689	Co	2	11
262.693	W	2	4
262.697	Zr	2	5
262.702	Au	2	8
262.704	I	1	1
262.705	Mn	2	9
262.705	Nb	2	6
262.714	Fe	1	12
262.724	Fe	1	9
262.736	Cu	1	8
262.739	Pt	1	46
262.744	Nb	1	26
262.744	W	1	11
262.755	Mo	3	36
262.764	Co	1	51
262.765	Ru	1	62
262.768	Al	2	1
262.770	W	2	11
262.790	Hg	2	1
262.791	Bi	1	401
262.800	Cr	2	4
262.803	Pt	1	1101
262.804	W	2	9
262.808	V	2	8
262.813	Rh	2	152
262.825	Pd	2	201
262.825	W	1	25
262.826	Pb	3	61
262.826	Re	2	1
262.829	Fe	2	801
262.840	Nb	2	5
262.849	Nb	1	12
262.857	Fe	2	4
262.858	Ag	3	27
262.858	P	2	1
262.863	Mg	1	13
262.867	Nb	3	31
262.868	W	1	7
262.871	Tb	2	567
262.874	Mo	1	43
262.875	Ru	2	101
262.875	V	2	55
262.876	Co	1	4
262.881	Ce	1	3
262.884	Ta	2	16
262.889	W	1	12
262.898	Cd	1	61
262.900	W	2	15
262.909	V	1	7
262.910	S	2	1
262.915	W	1	10
262.919	Fe	1	3
262.920	Nb	2	7
262.949	W	2	6
262.954	Mn	2	36
262.959	Fe	3	211
262.972	V	2	72
262.981	Cr	1	10
262.985	Mo	3	57
262.997	Ce	1	3
262.997	Co	1	32
263.000	Cu	1	15
263.002	Mg	1	9
263.004	Ru	2	51
263.007	Fe	2	111
263.019	W	2	9
263.023	Ru	1	52
263.026	Mn	1	18
263.030	C	1	13
263.033	Rh	2	53
263.035	Zr	1	6
263.037	Cd	2	1
263.038	W	2	12
263.052	W	2	16
263.057	Mn	1	116
263.061	Ce	1	4
263.063	Cd	3	1
263.067	V	2	181
263.073	W	1	9
263.074	Mo	2	46
263.091	Zr	2	101
263.092	Se	1	1
263.092	W	2	5
263.093	Cr	2	14
263.094	In	1	3
263.098	Nb	2	13
263.105	Fe	2	326
263.109	Ru	2	51
263.131	Si	1	111
263.132	Fe	2	211
263.144	Nb	2	7
263.149	V	2	8
263.150	Mo	1	36
263.152	Ni	2	101
263.154	Ti	1	43
263.155	Al	2	1
263.157	Re	1	81
263.157	Ru	1	64
263.161	Fe	2	61
263.174	Al	1	9
263.178	W	1	11
263.180	Rb	1	1
263.198	Mn	2	13
263.210	Ce	1	3
263.211	W	1	3
263.213	Ru	1	53
263.219	Cd	1	41
263.224	Co	2	51
263.224	Fe	1	161
263.227	Ta	2	96
263.235	Mn	2	93
263.241	Ti	1	58
263.249	W	3	23
263.250	Ru	1	52
263.251	Nb	2	305
263.259	Fe	1	121
263.266	Ga	1	1
263.270	W	1	23
263.273	Ru	2	81
263.278	O	1	1
263.287	Mg	1	15
263.296	Mn	1	3
263.299	Fe	1	11
263.311	Zr	1	3
263.313	W	1	28
263.316	Nb	3	201
263.319	Fe	2	81
263.320	Cd	1	1
263.324	Mn	1	9
263.332	Mn	1	21
263.345	Ru	1	52
263.352	Mo	2	28
263.359	V	1	11
263.363	Cd	1	4
263.364	Fe	1	7
263.379	Ta	2	91
263.380	Mn	1	13
263.382	Ru	2	81
263.388	W	2	17
263.415	Nb	3	16
263.417	Ca	3	7
263.430	Pb	2	1
263.431	Cr	2	3
263.454	Ce	1	5
263.457	Zr	1	3
263.458	W	2	22
263.470	In	1	3
263.471	Nb	1	9
263.475	Mo	1	11
263.476	Hg	1	33
263.477	Fe	1	3
263.478	Ba	2	81
263.480	Dy	2	349
263.485	W	2	16
263.487	Mo	1	7
263.489	Pt	2	20
263.491	Co	1	21
263.493	Cu	1	1
263.503	Al	2	1
263.515	Ce	2	22
263.517	Al	2	1
263.518	Mo	1	17
263.520	Li	1	4
263.530	I	1	1
263.538	W	2	22
263.539	Fe	2	21
263.541	V	2	11
263.542	Zr	1	11
263.556	Mo	3	41
263.559	Ta	2	21
263.560	Mn	2	61
263.563	Ti	2	51
263.563	V	2	14
263.578	Hf	2	33
263.581	Fe	1	501
263.583	Nb	2	6
263.583	Re	2	21
263.584	Ru	2	131
263.593	Ta	1	51
263.594	Pd	2	351
263.602	Co	1	41
263.617	Ti	1	3
263.629	Cd	1	1
263.632	S	1	1
263.635	Ce	1	3
263.636	Co	1	16
263.645	Cr	2	3
263.648	Fe	1	71
263.654	Ru	2	111
263.655	W	1	12
263.664	Re	1	126
263.665	Ce	1	3
263.666	Ru	1	61
263.667	Mo	2	176
263.667	Ta	1	72
263.672	Al	2	1
263.676	P	2	1
263.686	Mn	1	6
263.690	Ta	1	104
263.694	Sn	1	31
263.695	W	2	13
263.701	Re	2	21
263.705	Ce	1	5
263.707	Pd	2	101
263.710	Fe	1	5
263.713	Os	1	181
263.714	W	2	14
263.715	Mn	1	16
263.719	Cr	2	3
263.722	V	3	56
263.723	Tm	2	73
263.747	Cr	2	5
263.757	W	2	22
263.764	Fe	2	203
263.764	In	2	1
263.770	Al	2	1
263.772	Pb	1	3
263.786	Mn	1	21
263.787	Ag	3	6
263.792	Si	1	1
263.795	Ce	1	3
263.798	Nb	2	18
263.813	Nb	3	21
263.817	Mn	2	106
263.818	Al	2	1
263.821	P	2	1
263.822	W	2	11
263.824	Fe	1	3
263.826	Al	2	1
263.830	Mo	3	31
263.833	Cd	2	1
263.836	Pb	1	3
263.841	Tm	2	81
263.851	Ru	1	65
263.851	V	2	5
263.854	Mn	2	9
263.859	Nb	2	13
263.861	W	1	21
263.862	Al	2	1
263.862	Mn	1	10
263.867	Ta	1	19
263.869	Al	2	1
263.871	Hf	2	141
263.871	Ti	2	101
263.874	Rh	2	103
263.874	W	1	16
263.877	Mo	2	146
263.877	Eu	2	270
263.880	Ce	1	6
263.885	Hg	1	4
263.888	Nb	2	12
263.889	Cr	1	17
263.908	Zr	2	36
263.912	Ru	1	66
263.914	S	1	1
263.925	Rh	1	103
263.935	Pt	1	551
263.936	Ce	1	9
263.936	Ni	2	6
263.940	W	2	7
263.942	Cd	1	81
263.942	Cr	1	36
263.955	Fe	2	7
263.971	Ir	1	106
263.977	Ce	1	8
263.984	Mn	2	18
263.987	Ru	1	56
263.988	Nb	2	8
263.993	Hg	1	11
264.012	Ho	1	405
264.015	Zr	1	9
264.022	Fe	1	9
264.026	V	1	16
264.028	Mo	1	26
264.032	Ru	1	66
264.036	Al	2	1
264.036	W	1	8
264.056	C	2	11
264.064	Ce	1	3
264.068	V	1	9
264.069	Cd	1	1
264.072	W	1	8
264.075	Ce	1	3
264.079	Si	3	1
264.086	V	2	53
264.089	C	2	13
264.091	Nb	1	8
264.099	Mo	1	81
264.105	Nb	2	33
264.107	W	2	9
264.109	Ti	1	171
264.112	Fe	2	21
264.119	Mo	2	21
264.130	Cr	2	3
264.141	Hf	2	166
264.142	C	2	21
264.145	Ce	1	9
264.149	Au	1	26
264.149	Ce	1	6
264.153	O	1	1
264.156	U	2	202
264.163	Ru	2	101
264.165	Fe	1	161
264.179	Cr	2	9
264.201	Fe	2	21
264.202	W	1	12
264.212	Cr	1	39
264.215	Ti	2	151
264.216	Dy	1	505
264.217	Pd	2	101
264.220	V	2	51
264.223	Mn	1	16
264.223	Nb	2	306
264.227	V	1	51
264.234	W	1	9
264.240	Mo	2	31
264.248	Ce	1	4
264.248	Hg	1	6
264.257	Nb	2	7
264.260	Hg	1	11
264.267	W	1	9
264.272	V	2	11
264.274	Ca	1	4
264.275	Re	1	126
264.276	Mn	2	6
264.280	Ru	2	6
264.284	Hg	1	21
264.287	Co	1	16
264.295	Ru	1	156
264.297	Fe	1	6
264.305	Mn	1	6
264.312	W	3	18
264.316	V	1	31
264.329	W	2	8
264.339	Zr	2	11
264.350	Tm	2	101
264.353	Cr	2	6
264.365	V	2	6
264.375	Mn	2	6
264.381	Mo	1	26
264.389	Ta	1	56
264.389	W	1	6
264.400	Fe	1	301
264.402	Ce	1	3
264.411	Os	1	86
264.418	Ge	1	8
264.420	P	1	1
264.425	Ti	1	113
264.434	Mo	2	91
264.436	V	2	113
264.438	W	1	15
264.460	Ta	2	71
264.460	W	1	13
264.462	Ru	2	109
264.477	Co	1	16
264.478	Mg	1	9
264.492	Nb	2	7
264.508	Fe	2	21
264.510	Ta	3	111
264.514	W	1	14
264.519	Fe	1	9
264.525	V	1	12
264.527	Nb	3	11
264.529	W	1	6
264.530	Cu	1	1
264.534	V	1	5
264.537	Pt	1	46
264.539	Fe	3	9
264.542	Fe	1	61
264.547	U	2	423
264.559	Si	1	1
264.569	W	3	23
264.579	Mo	1	16
264.584	V	2	116
264.586	Cd	1	1
264.597	Ru	2	171
264.611	Ti	2	201
264.613	Sn	1	3
264.616	Mg	1	6
264.619	W	1	26
264.621	Fe	2	11
264.622	Ta	1	53
264.626	Nb	2	209
264.632	Fe	1	6
264.637	Ta	1	128
264.642	Co	1	19
264.649	Mo	2	126
264.654	W	1	10
264.663	Ti	1	36
264.664	Ce	1	3
264.674	W	1	23
264.677	Ta	3	101
264.684	Cd	1	1
264.689	Pt	1	1101
264.690	Ni	2	501
264.700	Ce	1	4
264.709	W	1	19
264.710	Ce	1	9
264.712	Re	1	101
264.716	Er	2	276
264.725	Mo	1	21
264.729	Ba	2	51
264.729	Hf	2	166
264.731	Ru	1	56
264.747	Ta	1	211
264.750	Nb	1	21
264.756	Fe	1	171
264.761	Mn	2	2
264.771	V	1	52
264.774	W	2	12
264.778	Zr	1	10
264.803	Nb	2	2
264.804	Mn	1	2
264.805	W	1	8
264.810	Cr	2	2
264.816	Fe	2	4
264.822	Mo	2	2
264.824	Ce	1	4
264.829	Ce	1	6
264.843	Fe	1	9
264.847	V	2	4
264.854	Fe	1	8
264.864	Co	1	7
264.864	Ti	1	10
264.872	Ni	2	81
264.873	W	1	9
264.878	Ru	3	181
264.881	Mn	1	21
264.888	V	1	6
264.894	Mn	2	52
264.905	Re	1	101
264.906	Mg	1	13
264.906	U	2	280
264.925	Mo	1	36
264.929	W	1	12
264.930	Ti	1	21
264.937	V	2	103
264.938	Ce	3	11
264.942	Se	1	1
264.946	Fe	2	71
264.946	Mo	1	41
264.946	W	1	4
264.947	Pd	2	201
264.952	Cd	1	1
264.952	Nb	1	16
264.958	Ti	1	15
264.966	Te	2	1
264.969	W	2	13
264.971	Nb	2	6
264.984	Cu	1	1
264.987	Th	2	145
264.994	Co	1	56
264.998	W	1	16
264.999	Mo	2	22
265.010	Al	2	1
265.026	Pb	1	6
265.026	W	2	9
265.027	Co	1	76
265.029	Cd	2	1
265.035	In	2	1
265.038	Zr	2	19
265.040	Pb	1	181
265.040	Ru	1	51
265.045	Be	1	116
265.045	W	1	10
265.049	Fe	2	151
265.055	Be	1	31
265.058	Ce	1	5
265.062	Be	1	61
265.068	Mo	1	12
265.069	Be	1	11
265.071	W	2	6
265.073	Si	1	1
265.076	Be	1	176
265.086	Pt	1	851
265.099	Mn	2	151
265.101	Ce	2	176
265.102	W	2	152
265.112	Nb	2	154
265.117	Hf	2	166
265.118	Ge	1	191
265.122	Ta	2	151
265.129	Fe	2	151
265.129	Ru	1	211
265.141	Ce	1	153
265.144	W	1	160
265.150	Pt	2	151
265.157	V	2	151
265.158	Ge	1	181
265.171	Fe	1	211
265.180	Nb	2	154
265.184	Ru	1	251
265.186	Mn	1	151
265.188	W	2	153
265.190	Re	1	251
265.190	V	1	201
265.200	Ce	1	161
265.201	W	1	159
265.204	Hg	1	251
265.209	Ce	2	151
265.215	Ce	1	153
265.229	W	2	151
265.234	Co	2	154
265.236	Mo	2	152
265.242	W	2	151
265.243	Al	1	301
265.249	Mn	2	154
265.253	Ce	1	153
265.257	Fe	2	152
265.258	B	2	155
265.260	Sb	1	201
265.260	W	1	161
265.266	Rh	1	251
265.278	V	2	151
265.281	B	2	151
265.283	Co	1	151
265.292	V	1	169
265.301	W	2	153
265.327	Ta	1	351
265.332	Ca	1	151
265.332	W	1	157
265.335	Mo	2	176
265.338	Nb	1	9
265.340	Tm	2	46
265.342	W	2	9
265.347	Nb	1	6
265.356	Mn	2	16
265.357	Cr	2	48
265.357	W	2	26
265.368	Hg	1	121
265.370	Co	2	46
265.373	Er	2	412
265.375	Yb	2	102
265.379	Mo	2	22
265.382	V	1	36
265.395	Ru	2	81
265.400	V	1	3
265.413	Re	1	41
265.427	Cd	2	1
265.427	Fe	1	7
265.439	V	2	6
265.445	Nb	1	16
265.465	In	2	1
265.467	W	1	10
265.476	In	2	1
265.492	Ti	1	22
265.503	Mo	1	59
265.513	Fe	1	11
265.513	Hg	1	121
265.547	Ni	2	401
265.554	W	2	15
265.567	W	2	16
265.568	V	2	111
265.569	Nb	1	7
265.577	Cr	2	3
265.579	Mn	1	16
265.581	Mo	2	1
265.584	Zr	1	3
265.586	Nb	2	3
265.591	Mn	2	6
265.591	Ni	2	1
265.593	Mo	1	16
265.602	W	2	1
265.608	Nb	2	9
265.615	Fe	1	71
265.615	W	1	4
265.617	Mn	2	1
265.622	V	1	41
265.624	Ru	2	21
265.636	Ti	1	13
265.644	Ce	1	5
265.646	Zr	3	1
265.649	Mo	1	11
265.654	V	1	14
265.654	W	1	21
265.655	Sb	2	10
265.661	Ta	1	203
265.666	Ag	2	17
265.670	W	2	9
265.679	Fe	1	76
265.684	Ce	1	9
265.690	Ti	1	13
265.690	W	1	12
265.692	Ag	2	21
265.698	Mo	2	26
265.698	Nb	1	7
265.700	Cd	1	11
265.711	Pb	1	4
265.719	Ti	1	12
265.720	Ru	2	51
265.729	V	2	37
265.730	Li	2	1
265.732	Rh	1	72
265.738	W	1	23
265.741	Al	1	1
265.755	Cr	2	4
265.756	Pd	2	201
265.761	Nb	1	19
265.770	Te	2	1
265.771	V	1	9
265.778	Ce	1	3
265.780	Lu	2	133
265.785	Hf	2	46
265.789	Mn	1	21
265.792	Fe	2	21
265.803	Nb	3	1
265.804	W	2	11
265.811	Mo	1	41
265.814	Ta	2	4
265.817	Pt	1	101
265.819	W	1	9
265.825	Fe	2	1
265.838	Co	1	4
265.847	Fe	1	21
265.850	V	2	1
265.851	Hg	1	6
265.856	W	1	5
265.857	Sn	3	1
265.859	Cr	2	19
265.860	Os	1	51
265.866	Ce	1	5
265.868	Zr	1	10
265.870	Pt	1	41
265.871	W	1	1
265.872	Pd	2	21
265.886	Ta	2	26
265.887	Nb	2	4
265.890	Mo	1	11
265.890	W	1	11
265.891	Cr	2	2
265.893	Fe	1	11
265.897	V	2	11
265.905	Nb	2	4
265.908	Mn	1	1
265.911	Rh	2	1
265.918	W	2	1
265.921	Mn	2	1
265.923	Cd	2	1
265.924	Fe	1	11
265.943	Au	1	6
265.945	Pt	1	2501
265.960	C	1	21
265.960	V	2	50
265.962	Ru	1	93
265.969	W	2	13
265.971	Ce	1	3
265.974	Cr	2	3
265.987	Ga	1	18
266.003	Nb	2	33
266.033	Cd	1	51
266.034	Mn	2	6
266.039	Al	1	211
266.040	Fe	1	56
266.040	Hg	1	6
266.046	Ag	2	181
266.052	W	1	19
266.058	Mo	2	151
266.061	Mn	1	11
266.063	Ce	1	5
266.064	Ti	1	14
266.076	Mg	2	47
266.082	Mg	2	47
266.100	Na	2	8
266.110	Te	2	1
266.114	Pd	2	101
266.117	Ru	2	126
266.120	Fe	1	18
266.122	Cr	2	3
266.124	Sn	1	181
266.131	Fe	1	28
266.134	Ta	1	216
266.135	Ce	1	18
266.142	V	1	116
266.150	C	1	28
266.151	Gd	2	214
266.155	W	1	26
266.161	Ce	1	20
266.161	Ru	2	96
266.171	Co	1	18
266.173	Cr	2	24
266.184	W	2	16
266.185	Nb	1	19
266.186	Ru	1	66
266.188	Hf	2	41
266.189	Ta	1	76
266.196	Ti	1	51
266.198	Ir	1	166
266.202	Ce	1	5
266.205	Se	1	1
266.206	Fe	1	111
266.217	Ce	1	3
266.221	W	2	12
266.231	Fe	1	36
266.235	Th	2	132
266.254	Mn	2	51
266.256	Fe	2	18
266.258	Ce	1	3
266.258	In	2	1
266.263	W	1	12
266.265	Co	2	6
266.268	In	2	1
266.272	Nb	1	5
266.281	Ce	3	6
266.282	S	1	1
266.283	Mo	1	11
266.284	W	1	26
266.286	Th	2	126
266.290	C	1	13
266.317	Pb	1	341
266.319	Sb	1	4
266.325	V	2	113
266.326	W	1	4
266.329	Ce	1	3
266.332	Mo	1	12
266.342	Cr	2	19
266.353	Co	2	76
266.356	Nb	2	13
266.356	W	1	13
266.363	Ce	1	5
266.363	Re	1	151
266.367	Cr	2	12
266.378	Fe	1	14
266.394	W	1	9
266.399	P	1	1
266.403	Mn	2	26
266.404	Fe	1	21
266.420	Fe	2	4
266.424	Ta	2	111
266.425	Fe	1	11
266.432	W	2	31
266.445	Tm	2	43
266.464	Pt	1	31
266.466	Fe	2	321
266.473	Ce	1	3
266.476	Ru	1	66
266.479	Ir	1	251
266.493	Sn	2	1
266.496	W	1	19
266.500	Ce	1	3
266.505	Ga	1	1
266.506	Mn	1	11
266.509	Mo	1	28
266.515	Au	3	6
266.517	Zr	2	5
266.518	Mn	2	16
266.525	Nb	2	304
266.525	Ni	2	126
266.527	Ce	1	6
266.527	V	2	6
266.548	Mo	1	6
266.557	Tl	1	14
266.560	Ta	2	121
266.564	W	2	8
266.577	W	1	25
266.590	Ce	1	15
266.596	V	1	38
266.597	Hf	2	33
266.602	Cr	2	23
266.608	W	2	13
266.613	Ce	1	15
266.628	Cu	2	13
266.630	Er	2	237
266.640	Fe	1	83
266.649	Ce	2	23
266.649	W	2	21
266.654	Mn	1	21
266.659	Nb	2	18
266.663	Fe	2	18
266.675	Mo	3	23
266.677	Mn	1	21
266.678	V	2	14
266.681	Fe	1	96
266.683	Co	2	4
266.690	In	1	7
266.697	Au	3	6
266.697	Fe	1	41
266.701	Mn	2	56
266.707	Nb	2	7
266.714	Nb	2	8
266.729	Nb	2	16
266.739	Ru	2	161
266.753	V	2	13
266.762	In	3	1
266.776	Nb	2	34
266.779	Ru	2	81
266.779	Zr	2	25
266.782	Mn	1	16
266.787	Cr	2	4
266.792	Fe	1	71
266.793	Dy	1	488
266.797	Ru	1	81
266.800	V	2	21
266.807	Ta	1	81
266.811	Mg	1	11
266.820	Cd	2	1
266.821	Ce	1	3
266.823	W	2	7
266.829	Nb	1	14
266.833	Ti	1	6
266.846	W	1	12
266.849	Nb	2	7
266.859	V	2	13
266.862	In	2	1
266.862	Ta	1	102
266.868	In	2	1
266.871	Cr	2	23
266.889	V	1	7
266.894	W	2	11
266.899	Ir	1	56
266.900	Hf	2	24
266.917	Al	2	104
266.926	Ti	1	17
266.930	W	1	46
266.931	Mn	1	21
266.935	Cr	1	8
266.943	Ru	2	101
266.945	Th	2	84
266.949	Zr	2	3
266.950	Fe	1	76
266.955	Mg	1	13
266.958	Ce	1	3
266.959	Ti	1	73
266.964	Sb	1	4
266.977	W	1	13
266.991	Co	2	101
266.991	Ir	1	71
266.993	Fe	1	26
267.002	Mo	2	17
267.007	Cr	2	15
267.007	S	1	1
267.015	Nb	2	7
267.020	Mn	1	16
267.021	Cd	2	1
267.024	Cr	2	12
267.024	V	2	73
267.026	Er	2	930
267.032	Mo	1	27
267.033	Ni	2	81
267.038	Fe	2	11
267.040	W	2	19
267.053	Zn	1	205
267.064	Sb	1	86
267.066	Cd	1	11
267.069	W	1	6
267.079	Re	1	51
267.080	Fe	1	15
267.081	Mn	1	7
267.092	V	1	17
267.094	Hg	1	1
267.095	Mo	2	26
267.096	Zr	2	11
267.118	Ce	1	3
267.118	W	1	7
267.125	Nb	2	18
267.140	Fe	2	29
267.147	Mo	1	11
267.147	W	1	19
267.158	W	2	25
267.167	V	1	23
267.180	Cr	2	46
267.181	Mn	1	51
267.183	Na	2	13
267.184	Ir	1	61
267.184	Re	1	61
267.186	Mo	2	102
267.190	Ce	1	3
267.193	Nb	2	221
267.198	Cr	1	9
267.200	V	2	351
267.214	Fe	2	27
267.216	W	1	12
267.217	In	2	1
267.225	Er	2	704
267.228	Ce	1	3
267.237	Cr	2	7
267.240	Ce	1	3
267.246	Mg	1	21
267.250	Fe	2	16
267.250	Ta	2	51
267.259	Mn	2	141
267.262	Cd	2	1
267.266	W	2	19
267.266	Yb	2	55
267.267	Hg	1	6
267.277	Fe	1	3
267.283	Ce	3	5
267.283	Cr	2	28
267.284	Mo	2	26
267.288	La	2	182
267.294	W	2	11
